Iata,Icao,Region,Municipality,Name,IsHub,Latitude,Longitude,Elevation,Type,RunwayLength,RunwayCount,Slots,Passengers,WikiURL,Spalte1,Spalte2,Spalte3,Spalte4
JAN,KJAN,US-MS,Jackson,Jackson-Medgar Wiley Evers International Airport,1,32.31119919,-90.07589722,346,L,8500,2,14,4000,http://en.wikipedia.org/wiki/Jackson-Evers_International_Airport,,,,
JAX,KJAX,US-FL,Jacksonville,Jacksonville International Airport,1,30.49410057,-81.68789673,30,L,10000,2,15,5969,http://en.wikipedia.org/wiki/Jacksonville_International_Airport,,,,
JED,OEJN,SA-02,Jeddah,King Abdulaziz International Airport,1,21.6796,39.156502,48,L,13123,3,20,18707,http://en.wikipedia.org/wiki/King_Abdulaziz_International_Airport,,,,
JFK,KJFK,US-NY,New York,John F Kennedy International Airport,1,40.63980103,-73.77890015,13,L,14572,4,24,59171,http://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,,,,
JLN,KJLN,US-MO,Joplin,Joplin Regional Airport,1,37.15179825,-94.49829865,981,L,6502,3,14,3791,http://en.wikipedia.org/wiki/Joplin_Regional_Airport,,,,
JNB,FAJS,ZA-GT,Johannesburg,OR Tambo International Airport,1,-26.1392,28.246,5558,L,14495,2,19,17035,http://en.wikipedia.org/wiki/OR_Tambo_International_Airport,,,,
KAN,DNKN,NG-KN,Kano,Mallam Aminu International Airport,1,12.0476,8.52462,1562,L,10831,2,14,4791,http://en.wikipedia.org/wiki/Mallam_Aminu_Kano_International_Airport,,,,
KEF,BIKF,IS-2,Reykjav?¡k,Keflavik International Airport,1,63.98500061,-22.60560036,171,L,10056,2,15,5196,http://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport,,,,
KHV,UHHH,RU-KHA,Khabarovsk,Khabarovsk Novy Airport,1,48.528056,135.188333,83,M,4200,2,14,9991,http://en.wikipedia.org/wiki/Khabarovsk_Novy_Airport,,,,
KIX,RJBB,JP-27,Osaka,Kansai International Airport,1,34.4272995,135.2440033,26,L,13123,2,17,18095,http://en.wikipedia.org/wiki/Kansai_International_Airport,,,,
KJA,UNKL,RU-KYA,Krasnoyarsk ,Yemelyanovo International Airport,1,56.171667,92.493333,741,M,3700,1,8,11711,http://en.wikipedia.org/wiki/Krasnoyarsk_Yemelyanovo_Airport,,,,
KMG,ZPPP,CN-53,Kunming,Kunming Changshui International Airport,1,25.1019444,102.9291667,6903,L,4500,2,12,15531,https://en.wikipedia.org/wiki/Kunming_Changshui_International_Airport,,,,
KRR,URKK,RU-KDA,Krasnodar,Krasnodar International Airport,1,45.034722,39.170556,1283,M,3300,1,8,18310,http://en.wikipedia.org/wiki/Pashkovsky_Airport,,,,
KWI,OKBK,KW-FA,Kuwait City,Kuwait International Airport,1,29.22660065,47.96889877,206,L,11483,2,15,15857,http://en.wikipedia.org/wiki/Kuwait_International_Airport,,,,
LAS,KLAS,US-NV,Las Vegas,McCarran International Airport,1,36.08010101,-115.1520004,2181,L,14510,4,23,30750,http://en.wikipedia.org/wiki/McCarran_International_Airport,,,,
LAX,KLAX,US-CA,Los Angeles,Los Angeles International Airport,1,33.94250107,-118.4079971,125,L,12091,4,22,51542,http://en.wikipedia.org/wiki/Los_Angeles_International_Airport,,,,
LBB,KLBB,US-TX,Lubbock,Lubbock Preston Smith International Airport,1,33.663601,-101.822998,3282,L,11500,3,19,3500,http://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,,,,
LCK,KLCK,US-OH,Columbus,Rickenbacker International Airport,1,39.813801,-82.927803,744,L,12102,3,19,4458,http://en.wikipedia.org/wiki/Rickenbacker_International_Airport,,,,
LED,ULLI,RU-LEN,Saint Petersburg,Pulkovo Airport,1,59.800278,30.2625,81,L,8200,2,17,31900,http://en.wikipedia.org/wiki/Pulkovo_Airport,,,,
LEJ,EDDP,DE-SN,Leipzig,Leipzig/Halle Airport,1,51.423889,12.236389,465,L,11811,2,16,3857,http://en.wikipedia.org/wiki/Leipzig/Halle_Airport,,,,
LFT,KLFT,US-LA,Lafayette,Lafayette Regional Airport,1,30.20529938,-91.98760223,42,L,7651,3,15,3375,http://en.wikipedia.org/wiki/Lafayette_Regional_Airport,,,,
LGA,KLGA,US-NY,New York,La Guardia Airport,1,40.77719879,-73.87259674,21,L,7000,2,12,21442,http://en.wikipedia.org/wiki/LaGuardia_Airport,,,,
LGG,EBLG,BE-WLG,Li?¿ge,Li?¿ge Airport,1,50.63740158,5.443220139,659,L,12106,2,16,3875,http://en.wikipedia.org/wiki/Li%C3%A8ge_Airport,,,,
LGW,EGKK,GB-ENG,London,London Gatwick Airport,1,51.14810181,-0.190277994,202,L,10364,2,14,46195,http://en.wikipedia.org/wiki/London_Gatwick_Airport,,,,
LHR,EGLL,GB-ENG,London,London Heathrow Airport,1,51.4706,-0.461941,83,L,12799,2,19,69639,http://en.wikipedia.org/wiki/London_Heathrow_Airport,,,,
LIN,LIML,IT-25,Milan,Milano Linate Airport,1,45.445099,9.27674,353,L,8005,2,12,7214,http://en.wikipedia.org/wiki/Linate_Airport,,,,
LIS,LPPT,PT-11,Lisbon,Humberto Delgado Airport (Lisbon Portela Airport),1,38.7813,-9.13592,374,L,12484,2,17,26495,http://en.wikipedia.org/wiki/Lisbon_Portela_Airport,,,,
LIT,KLIT,US-AR,Little Rock,Bill & Hillary Clinton National Airport/Adams Field,1,34.72940063,-92.22429657,262,L,8273,3,16,3750,http://en.wikipedia.org/wiki/Little_Rock_National_Airport,,,,
LOS,DNMM,NG-LA,Lagos,Murtala Muhammed International Airport,1,6.577370167,3.321160078,135,L,12794,2,16,7428,http://en.wikipedia.org/wiki/Murtala_Mohammed_International_Airport,,,,
LPA,GCLP,ES-CN,Gran Canaria Island,Gran Canaria Airport,1,27.93190002,-15.38659954,78,L,10171,2,14,19983,http://en.wikipedia.org/wiki/Gran_Canaria_Airport,,,,
LUN,FLLS,ZM-09,Lusaka,Kenneth Kaunda International Airport Lusaka,1,-15.33080006,28.45260048,3779,L,12998,2,16,4791,http://en.wikipedia.org/wiki/Lusaka_International_Airport,,,,
LUZ,LUZ,PL-LU,Lublin,Lublin Airport,1,51.240278,22.713611,633,M,8268,0,7,2020,http://en.wikipedia.org/wiki/Lublin_Airport,,,,
LYS,LFLL,FR-V,Lyon,Lyon Saint-Exup??ry Airport,1,45.725556,5.081111,821,L,13124,2,17,15910,http://en.wikipedia.org/wiki/Saint-Exup%C3%A9ry_International_Airport,,,,
MAD,LEMD,ES-M,Madrid,Adolfo Su?írez Madrid?ÇôBarajas Airport,1,40.471926,-3.56264,1998,L,13711,4,24,38892,http://en.wikipedia.org/wiki/Adolfo_Su%C3%A1rez_Madrid%E2%80%93Barajas_Airport#cite_note-1,,,,
MAN,EGCC,GB-ENG,Manchester,Manchester Airport,1,53.35369873,-2.274950027,257,L,10000,2,14,30847,http://en.wikipedia.org/wiki/Manchester_Airport,,,,
MBA,HKMO,KE-300,Mombasa,Mombasa Moi International Airport,1,-4.034830093,39.59420013,200,L,10991,2,15,3833,http://en.wikipedia.org/wiki/Moi_International_Airport,,,,
MBS,KMBS,US-MI,Saginaw,MBS International Airport,1,43.53290176,-84.07959747,668,L,8002,2,13,4083,http://en.wikipedia.org/wiki/MBS_International_Airport,,,,
MCI,KMCI,US-MO,Kansas City,Kansas City International Airport,1,39.2976,-94.713898,1026,L,10801,3,18,10933,https://en.wikipedia.org/wiki/Kansas_City_International_Airport,,,,
MCO,KMCO,US-FL,Orlando,Orlando International Airport,1,28.42939949,-81.30899811,96,L,12005,4,22,31882,http://en.wikipedia.org/wiki/Orlando_International_Airport,,,,
MCT,OOMS,OM-MA,Muscat,Muscat International Airport,1,23.59329987,58.28440094,48,L,13123,2,17,13866,http://en.wikipedia.org/wiki/Seeb_International_Airport,,,,
MDW,KMDW,US-IL,Chicago,Chicago Midway International Airport,1,41.7859993,-87.75240326,620,L,6522,5,19,14892,http://en.wikipedia.org/wiki/Chicago_Midway_International_Airport,,,,
MED,OEMA,SA-03,Medina,Prince Mohammad Bin Abdulaziz Airport,1,24.5534,39.705101,2151,L,13149,2,17,3946,http://en.wikipedia.org/wiki/Prince_Mohammad_Bin_Abdulaziz_Airport,,,,
MEL,YMML,AU-VIC,Melbourne,Melbourne International Airport,1,-37.673302,144.843002,434,L,3657,2,12,37574,http://en.wikipedia.org/wiki/Melbourne_Airport,,,,
MEM,KMEM,US-TN,Memphis,Memphis International Airport,1,35.04240036,-89.97669983,341,L,11120,4,21,5730,http://en.wikipedia.org/wiki/Memphis_International_Airport,,,,
MEX,MMMX,MX-DIF,Mexico City,Licenciado Benito Juarez International Airport,1,19.4363,-99.072098,7316,L,12966,2,17,23432,http://en.wikipedia.org/wiki/Mexico_City_International_Airport,,,,
MGM,KMGM,US-AL,Montgomery,Montgomery Regional (Dannelly Field) Airport,1,32.30059814,-86.39399719,221,L,9010,2,15,3708,http://en.wikipedia.org/wiki/Montgomery_Regional_Airport,,,,
MHD,OIMM,IR-30,Mashhad,Mashhad International Airport,1,36.23519897,59.64099884,3263,L,12877,2,16,7041,http://en.wikipedia.org/wiki/Mashhad_International_Airport,,,,
MHT,KMHT,US-NH,Manchester,Manchester Airport,1,42.93259811,-71.43569946,266,L,9250,2,14,4750,http://en.wikipedia.org/wiki/Manchester-Boston_Regional_Airport,,,,
MIA,KMIA,US-FL,Miami,Miami International Airport,1,25.79319954,-80.29060364,8,L,13000,4,22,45123,http://en.wikipedia.org/wiki/Miami_International_Airport,,,,
MKE,KMKE,US-WI,Milwaukee,General Mitchell International Airport,1,42.94720078,-87.89659882,723,L,9690,5,23,7428,http://en.wikipedia.org/wiki/General_Mitchell_International_Airport,,,,
MLA,LMML,MT-25,Valletta,Malta International Airport,1,35.857498,14.4775,300,L,11627,2,16,15201,http://en.wikipedia.org/wiki/Malta_International_Airport,,,,
MLI,KMLI,US-IL,Moline,Quad City International Airport,1,41.44850159,-90.50749969,590,L,10002,3,17,3750,http://en.wikipedia.org/wiki/Quad_City_International_Airport,,,,
MLU,KMLU,US-LA,Monroe,Monroe Regional Airport,1,32.51089859,-92.03769684,79,L,7507,3,15,4083,http://en.wikipedia.org/wiki/Monroe_Regional_Airport,,,,
MMX,ESMS,SE-M,Malm??,Malm?? Sturup Airport,1,55.53630536,13.37619781,236,L,9186,2,13,4416,http://en.wikipedia.org/wiki/Malm%C3%B6_Airport,,,,
MNL,RPLL,PH-U-A,Manila,Ninoy Aquino International Airport,1,14.5086,121.019997,75,L,12261,2,17,21138,http://en.wikipedia.org/wiki/Ninoy_Aquino_International_Airport,,,,
MOB,KMOB,US-AL,Mobile,Mobile Regional Airport,1,30.69120026,-88.24279785,219,L,8521,2,14,4083,http://en.wikipedia.org/wiki/Mobile_Regional_Airport,,,,
MRS,LFML,FR-U,Marseille,Marseille Provence Airport,1,43.43927192,5.221424103,74,L,11483,2,16,16190,http://en.wikipedia.org/wiki/Marseille_Provence_Airport,,,,
MSN,KMSN,US-WI,Madison,Dane County Regional Truax Field,1,43.13990021,-89.33750153,887,L,9005,3,17,3416,http://en.wikipedia.org/wiki/Dane_County_Regional_Airport,,,,
MSP,KMSP,US-MN,Minneapolis,Minneapolis-St Paul International/Wold-Chamberlain Airport,1,44.88199997,-93.22180176,841,L,11006,4,22,21700,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,,,,
MSY,KMSY,US-LA,New Orleans,Louis Armstrong New Orleans International Airport,1,29.99340057,-90.25800323,4,L,10104,3,17,16557,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,,,,
MTY,MMMY,MX-NLE,Monterrey,General Mariano Escobedo International Airport,1,25.7784996,-100.1070023,1278,L,9843,2,14,9685,http://en.wikipedia.org/wiki/General_Mariano_Escobedo_International_Airport,,,,
MUC,EDDM,DE-BY,Munich,Munich Airport,1,48.353802,11.7861,1487,L,13123,2,18,41619,http://en.wikipedia.org/wiki/Munich_International_Airport,,,,
MXP,LIMC,IT-25,Milan,Malpensa International Airport,1,45.6306,8.72811,768,L,12861,2,17,18742,http://en.wikipedia.org/wiki/Malpensa_Airport,,,,
NAS,MYNN,BS-NP,Nassau,Lynden Pindling International Airport,1,25.03899956,-77.46620178,16,L,11353,2,16,8694,http://en.wikipedia.org/wiki/Lynden_Pindling_International_Airport,,,,
NAY,ZBNY,CN-11,Beijing,Beijing Nanyuan Airport,1,39.78279877,116.3880005,0,L,2900,1,5,25881,http://en.wikipedia.org/wiki/Nanyuan_Airport,,,,
NCE,LFMN,FR-U,Nice,Nice-C??te d'Azur Airport,1,43.65840149,7.215869904,12,L,9712,2,14,15428,http://en.wikipedia.org/wiki/C%C3%B4te_d'Azur_International_Airport,,,,
NKC,GQNO,MR-NKC,Nouakchott,Nouakchott?ÇôOumtounsy International Airport,1,18.31,-15.9697222,9,L,11155,2,15,3583,https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport,,,,
NKG,ZSNJ,CN-32,Nanjing,Nanjing Lukou Airport,1,31.74200058,118.8619995,49,L,3600,2,12,17365,http://en.wikipedia.org/wiki/Nanjing_Lukou_International_Airport,,,,
NRT,RJAA,JP-12,Tokyo,Narita International Airport,1,35.76470184,140.3860016,141,L,13123,2,19,33707,http://en.wikipedia.org/wiki/Narita_International_Airport,,,,
NWI,EGSH,GB-ENG,Norwich,Norwich International Airport,1,52.67580032,1.282780051,117,L,6040,2,11,4250,http://en.wikipedia.org/wiki/Norwich_International_Airport,,,,
OAK,KOAK,US-CA,Oakland,Metropolitan Oakland International Airport,1,37.721298,-122.221001,9,L,10000,4,20,5657,http://en.wikipedia.org/wiki/Oakland_International_Airport,,,,
OKC,KOKC,US-OK,Oklahoma City,Will Rogers World Airport,1,35.39310074,-97.60070038,1295,L,9802,4,19,5333,http://en.wikipedia.org/wiki/Will_Rogers_World_Airport,,,,
ONT,KONT,US-CA,Ontario,Ontario International Airport,1,34.05599976,-117.6009979,944,L,12198,2,16,4666,http://en.wikipedia.org/wiki/LA/Ontario_International_Airport,,,,
ORD,KORD,US-IL,Chicago,Chicago O'Hare International Airport,1,41.97859955,-87.90480042,672,L,13000,9,35,76392,http://en.wikipedia.org/wiki/O'Hare_International_Airport,,,,
ORF,KORF,US-VA,Norfolk,Norfolk International Airport,1,36.89459991,-76.20120239,26,L,9001,2,14,4028,http://en.wikipedia.org/wiki/Norfolk_International_Airport,,,,
ORK,EICK,IE-C,Cork,Cork Airport,1,51.84130096,-8.491109848,502,L,6998,2,11,4166,http://en.wikipedia.org/wiki/Cork_Airport,,,,
ORY,LFPO,FR-J,Paris,Paris-Orly Airport,1,48.7233333,2.3794444,291,L,11975,3,18,22253,http://en.wikipedia.org/wiki/Orly_Airport_(Paris),,,,
OSL,ENGM,NO-02,Oslo,Oslo Gardermoen Airport,1,60.19390106,11.10039997,681,L,11811,2,17,18857,https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen,,,
OTP,LROP,RO-B,Bucharest,Henri Coand?â International Airport,1,44.5711111,26.085,314,L,11484,2,15,14666,http://en.wikipedia.org/wiki/Henri_Coand%C4%83_International_Airport,,,,
OVB,UNNT,RU-NVS,Novosibirsk ,Tolmachevo Airport,1,55.0125,82.650556,381,L,3600,2,11,19550,http://en.wikipedia.org/wiki/Tolmachevo_Airport,,,,
PBI,KPBI,US-FL,West Palm Beach,Palm Beach International Airport,1,26.68320084,-80.09559631,19,L,10008,3,18,5814,http://en.wikipedia.org/wiki/Palm_Beach_International_Airport,,,,
PDX,KPDX,US-OR,Portland,Portland International Airport,1,45.58869934,-122.5979996,31,L,11000,3,19,11703,http://en.wikipedia.org/wiki/Portland_International_Airport,,,,
PEK,ZBAA,CN-11,Beijing,Beijing Capital International Airport,1,40.08010101,116.5849991,116,L,3800,3,18,44796,http://en.wikipedia.org/wiki/Beijing_Capital_International_Airport,,,,
PER,YPPH,AU-WA,Perth,Perth International Airport,1,-31.94029999,115.9670029,67,L,3444,2,12,21710,http://en.wikipedia.org/wiki/Perth_Airport,,,,
PHF,KPHF,US-VA,Newport News,Newport News Williamsburg International Airport,1,37.13190079,-76.49299622,42,L,8003,2,13,4208,http://en.wikipedia.org/wiki/Newport_News/Williamsburg_International_Airport,,,,
PHL,KPHL,US-PA,Philadelphia,Philadelphia International Airport,1,39.87189865,-75.2410965,36,L,10506,4,20,39221,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,,,,
PHX,KPHX,US-AZ,Phoenix,Phoenix Sky Harbor International Airport,1,33.43429947,-112.012001,1135,L,11489,3,19,26892,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,,,,
PIA,KPIA,US-IL,Peoria,General Wayne A. Downing Peoria International Airport,1,40.66419983,-89.69329834,660,L,10104,2,15,3875,http://en.wikipedia.org/wiki/General_Wayne_A._Downing_Peoria_International_Airport,,,,
PIT,KPIT,US-PA,Pittsburgh,Pittsburgh International Airport,1,40.49150085,-80.23290253,1203,L,11500,4,22,7664,http://en.wikipedia.org/wiki/Pittsburgh_International_Airport,,,,
PMI,LEPA,ES-PM,Palma De Mallorca,Palma De Mallorca Airport,1,39.55170059,2.738810062,27,L,10728,2,15,35810,http://en.wikipedia.org/wiki/Son_Sant_Joan_Airport,,,,
PMO,LICJ,IT-82,Palermo,Falcone?ÇôBorsellino Airport,1,38.175999,13.091,65,L,10912,2,14,8100,http://en.wikipedia.org/wiki/Falcone%E2%80%93Borsellino_Airport,,,,
POM,AYPY,PG-NCD,Port Moresby,Port Moresby Jacksons International Airport,1,-9.443380356,147.2200012,146,L,9022,2,13,6376,http://en.wikipedia.org/wiki/Jacksons_International_Airport,,,,
POZ,EPPO,PL-WP,Pozna?ä,Pozna?ä-?üawica Airport,1,52.42100143,16.82629967,308,L,8215,2,12,3791,http://en.wikipedia.org/wiki/Pozna%C5%84-%C5%81awica_Airport,,,,
PRG,LKPR,CZ-PR,Prague,V?íclav Havel Airport Prague,1,50.1008,14.26,1247,L,12189,3,19,19928,http://en.wikipedia.org/wiki/Ruzyn%C4%9B_International_Airport,,,,
PSA,LIRP,IT-52,Pisa,Pisa International Airport,1,43.683899,10.3927,6,L,9820,2,13,9228,http://en.wikipedia.org/wiki/Pisa_International_Airport,,,,
PTY,MPTO,PA-8,Tocumen,Tocumen International Airport,1,9.071359634,-79.38349915,135,L,10006,2,15,10347,http://en.wikipedia.org/wiki/Tocumen_International_Airport,,,,
PUJ,MDPC,DO-11,Punta Cana,Punta Cana International Airport,1,18.56739998,-68.36340332,47,L,10171,2,14,9472,http://en.wikipedia.org/wiki/Punta_Cana_International_Airport,,,,
PUS,RKPK,KR-26,Busan,Gimhae International Airport,1,35.17950058,128.9380035,6,L,10499,2,15,9523,http://en.wikipedia.org/wiki/Gimhae_International_Airport,,,,
PVG,ZSPD,CN-31,Shanghai,Shanghai Pudong International Airport,1,31.14340019,121.8050003,13,L,4000,4,24,89741,http://en.wikipedia.org/wiki/Shanghai_Pudong_International_Airport,,,,
PWM,KPWM,US-ME,Portland,Portland International Jetport Airport,1,43.64619827,-70.30930328,76,L,7200,2,12,3500,http://en.wikipedia.org/wiki/Portland_International_Jetport,,,,
RDU,KRDU,US-NC,Raleigh/Durham,Raleigh Durham International Airport,1,35.87760162,-78.78749847,435,L,10000,3,18,10671,http://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport,,,,
RFD,KRFD,US-IL,Chicago/Rockford,Chicago Rockford International Airport,1,42.19540024,-89.09719849,742,L,10004,2,15,4083,http://en.wikipedia.org/wiki/Chicago/Rockford_International_Airport,,,,
RIC,KRIC,US-VA,Richmond,Richmond International Airport,1,37.50519943,-77.31970215,167,L,9003,3,17,4885,http://en.wikipedia.org/wiki/Richmond_International_Airport,,,,
RNO,KRNO,US-NV,Reno,Reno Tahoe International Airport,1,39.49909973,-119.7679977,4415,L,11002,3,18,3583,http://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport,,,,
ROA,KROA,US-VA,Roanoke,Roanoke?ÇôBlacksburg Regional Airport,1,37.3255,-79.975403,1175,L,6800,2,12,3625,http://en.wikipedia.org/wiki/Roanoke%E2%80%93Blacksburg_Regional_Airport,,,,
ROC,KROC,US-NY,Rochester,Greater Rochester International Airport,1,43.1189003,-77.67240143,559,L,8001,3,16,3791,http://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,,,,
RST,KRST,US-MN,Rochester,Rochester International Airport,1,43.90829849,-92.5,1317,L,9033,2,14,4083,http://en.wikipedia.org/wiki/Rochester_International_Airport,,,,
RUH,OERK,SA-01,Riyadh,King Khaled International Airport,1,24.95759964,46.69879913,2049,L,13796,2,17,14678,http://en.wikipedia.org/wiki/King_Khalid_International_Airport,,,,
SAL,MSLP,SV-PA,San Salvador (San Luis Talpa),Monse??or ?ôscar Arnulfo Romero International Airport,1,13.4409,-89.055702,101,L,10500,2,15,6940,https://en.wikipedia.org/wiki/Monse%C3%B1or_%C3%93scar_Arnulfo_Romero_International_Airport,,,,
SAT,KSAT,US-TX,San Antonio,San Antonio International Airport,1,29.53370094,-98.46980286,809,L,8502,3,16,8419,http://en.wikipedia.org/wiki/San_Antonio_International_Airport,,,,
SAV,KSAV,US-GA,Savannah,Savannah Hilton Head International Airport,1,32.12760162,-81.20210266,50,L,9351,2,15,3750,http://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport,,,,
SBN,KSBN,US-IN,South Bend,South Bend Regional Airport,1,41.70869827,-86.31729889,799,L,8412,3,16,4750,http://en.wikipedia.org/wiki/South_Bend_Regional_Airport,,,,
SCL,SCEL,CL-RM,Santiago,Comodoro Arturo Merino Ben?¡tez International Airport,1,-33.39300156,-70.78579712,1555,L,12303,2,17,10627,http://en.wikipedia.org/wiki/Comodoro_Arturo_Merino_Ben%C3%ADtez_International_Airport,,,,
SDF,KSDF,US-KY,Louisville,Louisville International Standiford Field,1,38.1744,-85.736,501,L,10850,3,18,5466,http://en.wikipedia.org/wiki/Louisville_International_Airport,,,,
SEA,KSEA,US-WA,Seattle,Seattle Tacoma International Airport,1,47.44900131,-122.3089981,433,L,11900,3,19,26321,http://en.wikipedia.org/wiki/Seattle-Tacoma_International_Airport,,,,
SFB,KSFB,US-FL,Orlando,Orlando Sanford International Airport,1,28.77759933,-81.23750305,55,L,9600,4,19,5541,http://en.wikipedia.org/wiki/Orlando_Sanford_International_Airport,,,,
SFO,KSFO,US-CA,San Francisco,San Francisco International Airport,1,37.61899948,-122.375,13,L,11870,4,22,27567,http://en.wikipedia.org/wiki/San_Francisco_International_Airport,,,,
SGF,KSGF,US-MO,Springfield,Springfield Branson National Airport,1,37.24570084,-93.38860321,1268,L,8000,2,13,4458,http://en.wikipedia.org/wiki/Springfield/Branson_National_Airport,,,,
SHA,ZSSS,CN-31,Shanghai,Shanghai Hongqiao International Airport,1,31.19790077,121.3359985,10,L,3400,2,12,23478,http://en.wikipedia.org/wiki/Shanghai_Hongqiao_International_Airport,,,,
SHV,KSHV,US-LA,Shreveport,Shreveport Regional Airport,1,32.44660187,-93.82559967,258,L,8351,2,13,3750,http://en.wikipedia.org/wiki/Shreveport_Regional_Airport,,,,
SJC,KSJC,US-CA,San Jose,Norman Y. Mineta San Jose International Airport,1,37.362598,-121.929001,62,L,11000,3,18,6571,http://en.wikipedia.org/wiki/San_Jose_International_Airport,,,,
SKG,LGTS,GR-54,Thessaloniki,Thessaloniki Macedonia International Airport,1,40.5196991,22.97089958,22,L,8005,2,13,9321,http://en.wikipedia.org/wiki/Thessaloniki_International_Airport%2C_%22Macedonia%22,,,,
